,0,1,2
147,1.0,4.0,4.0
148,1.0,4.0,4.0
149,1.0,4.0,4.0
150,1.0,4.0,4.0
151,1.0,4.0,4.0
152,1.0,4.0,4.0
153,1.0,4.0,4.0
154,1.0,4.0,4.0
155,1.0,4.0,4.0
156,1.0,4.0,4.0
157,1.0,4.0,4.0
158,1.0,4.0,4.0
159,1.0,4.0,4.0
160,1.0,4.0,4.0
161,1.0,4.0,4.0
162,1.0,4.0,4.0
163,1.0,4.0,4.0
164,1.0,4.0,4.0
165,1.0,4.0,4.0
166,1.0,4.0,4.0
167,1.0,4.0,4.0
168,1.0,4.0,4.0
169,1.0,4.0,4.0
170,1.0,4.0,4.0
171,1.0,4.0,4.0
172,1.0,4.0,4.0
173,1.0,4.0,4.0
174,1.0,4.0,4.0
175,1.0,4.0,4.0
176,1.0,4.0,4.0
177,1.0,4.0,4.0
178,1.0,4.0,4.0
179,1.0,4.0,4.0
180,1.0,4.0,4.0
181,1.0,4.0,4.0
182,1.0,4.0,4.0
183,1.0,4.0,4.0
184,1.0,4.0,4.0
185,1.0,4.0,4.0
186,1.0,4.0,4.0
187,1.0,4.0,4.0
188,1.0,4.0,4.0
189,1.0,4.0,4.0
190,1.0,4.0,4.0
191,1.0,4.0,4.0
192,1.0,4.0,4.0
193,1.0,4.0,4.0
194,1.0,4.0,4.0
195,1.0,4.0,4.0
196,1.0,4.0,4.0
197,1.0,4.0,4.0
198,1.0,4.0,4.0
199,1.0,4.0,4.0
200,1.0,4.0,4.0
201,1.0,4.0,4.0
202,1.0,4.0,4.0
203,1.0,4.0,4.0
204,1.0,4.0,4.0
205,1.0,4.0,4.0
206,1.0,4.0,4.0
207,1.0,4.0,4.0
208,1.0,4.0,4.0
209,1.0,4.0,4.0
210,1.0,4.0,4.0
211,1.0,4.0,4.0
212,1.0,4.0,4.0
213,1.0,4.0,4.0
214,1.0,4.0,4.0
215,1.0,4.0,4.0
216,1.0,4.0,4.0
217,1.0,4.0,4.0
218,1.0,4.0,4.0
219,1.0,4.0,4.0
220,1.0,4.0,4.0
221,1.0,4.0,4.0
222,1.0,4.0,4.0
223,1.0,4.0,4.0
224,1.0,4.0,4.0
225,1.0,4.0,4.0
226,1.0,4.0,4.0
227,1.0,4.0,4.0
228,1.0,4.0,4.0
229,1.0,4.0,4.0
230,1.0,4.0,4.0
231,1.0,4.0,4.0
232,1.0,4.0,4.0
233,1.0,4.0,4.0
234,1.0,4.0,4.0
235,1.0,4.0,4.0
236,1.0,4.0,4.0
237,1.0,4.0,4.0
238,1.0,4.0,4.0
239,1.0,4.0,4.0
240,1.0,4.0,4.0
241,1.0,4.0,4.0
242,1.0,4.0,4.0
243,1.0,4.0,4.0
244,1.0,4.0,4.0
245,1.0,4.0,4.0
246,1.0,4.0,4.0
247,1.0,5.0,5.0
248,1.0,5.0,5.0
249,1.0,5.0,5.0
250,1.0,5.0,5.0
251,1.0,5.0,5.0
252,1.0,5.0,5.0
253,1.0,5.0,5.0
254,1.0,5.0,5.0
255,1.0,5.0,5.0
256,1.0,5.0,5.0
257,1.0,5.0,5.0
258,1.0,5.0,5.0
259,1.0,5.0,5.0
260,1.0,5.0,5.0
261,1.0,5.0,5.0
262,1.0,5.0,5.0
263,1.0,5.0,5.0
264,1.0,5.0,5.0
265,1.0,5.0,5.0
266,1.0,5.0,5.0
267,1.0,5.0,5.0
268,1.0,5.0,5.0
269,1.0,5.0,5.0
270,1.0,5.0,5.0
271,1.0,5.0,5.0
272,1.0,5.0,5.0
273,1.0,5.0,5.0
274,1.0,5.0,5.0
275,1.0,5.0,5.0
276,1.0,5.0,5.0
277,1.0,5.0,5.0
278,1.0,5.0,5.0
279,1.0,5.0,5.0
280,1.0,5.0,5.0
281,1.0,5.0,5.0
282,1.0,5.0,5.0
283,1.0,5.0,5.0
284,1.0,5.0,5.0
285,1.0,5.0,5.0
286,1.0,5.0,5.0
287,1.0,5.0,5.0
288,0.0,8.0,6.0
289,1.0,6.0,6.0
290,1.0,6.0,6.0
291,1.0,6.0,6.0
292,1.0,6.0,6.0
293,1.0,6.0,6.0
294,1.0,6.0,6.0
295,1.0,6.0,6.0
296,1.0,6.0,6.0
297,1.0,6.0,6.0
298,1.0,6.0,6.0
299,1.0,6.0,6.0
300,1.0,6.0,6.0
301,1.0,6.0,6.0
302,1.0,6.0,6.0
303,1.0,6.0,6.0
304,1.0,6.0,6.0
305,1.0,6.0,6.0
306,1.0,6.0,6.0
307,1.0,6.0,6.0
308,1.0,6.0,6.0
309,1.0,6.0,6.0
310,1.0,6.0,6.0
311,1.0,6.0,6.0
312,1.0,6.0,6.0
313,1.0,6.0,6.0
314,1.0,6.0,6.0
315,1.0,6.0,6.0
316,1.0,6.0,6.0
317,1.0,6.0,6.0
318,1.0,6.0,6.0
319,1.0,6.0,6.0
320,1.0,6.0,6.0
321,1.0,6.0,6.0
322,1.0,6.0,6.0
323,1.0,6.0,6.0
324,1.0,6.0,6.0
325,1.0,6.0,6.0
326,1.0,6.0,6.0
327,1.0,6.0,6.0
328,1.0,6.0,6.0
329,1.0,6.0,6.0
330,1.0,6.0,6.0
331,1.0,6.0,6.0
332,1.0,6.0,6.0
333,1.0,6.0,6.0
334,1.0,6.0,6.0
335,1.0,6.0,6.0
336,1.0,6.0,6.0
337,1.0,6.0,6.0
338,1.0,6.0,6.0
339,1.0,6.0,6.0
340,1.0,6.0,6.0
341,1.0,6.0,6.0
342,1.0,6.0,6.0
343,1.0,6.0,6.0
344,1.0,6.0,6.0
345,1.0,6.0,6.0
346,1.0,6.0,6.0
347,1.0,6.0,6.0
348,1.0,6.0,6.0
349,1.0,6.0,6.0
350,1.0,6.0,6.0
351,1.0,6.0,6.0
352,1.0,6.0,6.0
353,1.0,6.0,6.0
354,1.0,6.0,6.0
355,1.0,6.0,6.0
356,1.0,6.0,6.0
357,1.0,6.0,6.0
358,1.0,6.0,6.0
359,1.0,6.0,6.0
360,1.0,6.0,6.0
361,1.0,6.0,6.0
362,1.0,6.0,6.0
363,1.0,6.0,6.0
364,1.0,6.0,6.0
365,1.0,6.0,6.0
366,1.0,6.0,6.0
367,1.0,6.0,6.0
368,1.0,6.0,6.0
369,1.0,6.0,6.0
370,1.0,6.0,6.0
371,1.0,6.0,6.0
372,1.0,6.0,6.0
373,1.0,6.0,6.0
374,1.0,6.0,6.0
375,1.0,6.0,6.0
376,1.0,6.0,6.0
377,1.0,6.0,6.0
378,1.0,6.0,6.0
379,1.0,6.0,6.0
380,1.0,6.0,6.0
381,1.0,6.0,6.0
382,1.0,6.0,6.0
383,0.0,5.0,6.0
384,0.0,5.0,6.0
385,1.0,6.0,6.0
386,1.0,6.0,6.0
387,1.0,6.0,6.0
388,1.0,6.0,6.0
389,1.0,6.0,6.0
390,1.0,6.0,6.0
391,1.0,6.0,6.0
392,1.0,6.0,6.0
393,1.0,6.0,6.0
394,1.0,6.0,6.0
395,1.0,6.0,6.0
396,1.0,6.0,6.0
397,1.0,6.0,6.0
398,1.0,6.0,6.0
399,1.0,6.0,6.0
400,1.0,6.0,6.0
401,1.0,6.0,6.0
402,1.0,6.0,6.0
403,1.0,6.0,6.0
404,1.0,6.0,6.0
405,1.0,6.0,6.0
406,1.0,6.0,6.0
407,1.0,6.0,6.0
408,1.0,6.0,6.0
409,1.0,6.0,6.0
410,1.0,6.0,6.0
411,1.0,6.0,6.0
412,1.0,6.0,6.0
413,1.0,6.0,6.0
414,1.0,6.0,6.0
415,1.0,6.0,6.0
416,1.0,6.0,6.0
417,1.0,6.0,6.0
418,1.0,6.0,6.0
419,1.0,6.0,6.0
420,1.0,6.0,6.0
421,1.0,6.0,6.0
422,1.0,6.0,6.0
423,1.0,6.0,6.0
424,1.0,6.0,6.0
425,1.0,6.0,6.0
426,1.0,6.0,6.0
427,1.0,6.0,6.0
428,1.0,6.0,6.0
429,1.0,6.0,6.0
430,1.0,6.0,6.0
431,1.0,6.0,6.0
432,1.0,6.0,6.0
433,1.0,6.0,6.0
434,1.0,6.0,6.0
435,1.0,6.0,6.0
436,1.0,6.0,6.0
437,1.0,6.0,6.0
438,1.0,6.0,6.0
439,1.0,6.0,6.0
440,1.0,6.0,6.0
441,1.0,6.0,6.0
442,1.0,6.0,6.0
443,1.0,6.0,6.0
444,1.0,6.0,6.0
445,1.0,6.0,6.0
446,1.0,6.0,6.0
447,1.0,6.0,6.0
448,1.0,6.0,6.0
449,1.0,6.0,6.0
450,1.0,6.0,6.0
451,1.0,6.0,6.0
452,1.0,6.0,6.0
453,1.0,6.0,6.0
454,1.0,6.0,6.0
455,1.0,6.0,6.0
456,1.0,6.0,6.0
457,1.0,6.0,6.0
458,1.0,6.0,6.0
459,1.0,6.0,6.0
460,1.0,6.0,6.0
461,1.0,6.0,6.0
462,1.0,6.0,6.0
463,1.0,6.0,6.0
464,1.0,6.0,6.0
465,1.0,6.0,6.0
466,1.0,6.0,6.0
467,1.0,6.0,6.0
468,1.0,6.0,6.0
469,1.0,6.0,6.0
470,1.0,6.0,6.0
471,1.0,6.0,6.0
472,1.0,6.0,6.0
473,1.0,6.0,6.0
474,1.0,6.0,6.0
475,1.0,6.0,6.0
476,1.0,6.0,6.0
477,1.0,6.0,6.0
478,1.0,6.0,6.0
479,1.0,6.0,6.0
480,1.0,6.0,6.0
481,1.0,6.0,6.0
482,1.0,6.0,6.0
483,1.0,6.0,6.0
484,1.0,6.0,6.0
485,1.0,6.0,6.0
486,1.0,6.0,6.0
487,1.0,6.0,6.0
488,1.0,6.0,6.0
489,1.0,6.0,6.0
490,1.0,6.0,6.0
491,1.0,6.0,6.0
492,1.0,6.0,6.0
493,1.0,6.0,6.0
494,1.0,6.0,6.0
495,1.0,6.0,6.0
496,1.0,6.0,6.0
497,1.0,6.0,6.0
498,1.0,6.0,6.0
499,1.0,6.0,6.0
500,1.0,6.0,6.0
501,1.0,6.0,6.0
502,1.0,6.0,6.0
503,1.0,6.0,6.0
504,1.0,6.0,6.0
505,1.0,6.0,6.0
506,1.0,6.0,6.0
507,1.0,6.0,6.0
508,1.0,6.0,6.0
509,1.0,6.0,6.0
510,1.0,6.0,6.0
511,0.0,5.0,6.0
512,1.0,6.0,6.0
513,1.0,6.0,6.0
514,1.0,6.0,6.0
515,1.0,6.0,6.0
516,1.0,6.0,6.0
